Activity Type,Max Heart Rate,Elapsed Time,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Commute.1,Average Elapsed Speed,Hour_of_Day,Month,Distance_km,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
Walk,0.8726396603,-0.2137438327,-0.2225075023,0.09947557315,-0.2847038863,-0.1273121413,-0.05472742218,0.7105903357,0.4488506201,0.5047287264,-0.2242141187,,,0,0,-0.02382295238,0.4618183828,0,0,0.1917988442,0,-0.4035309198,0.7928824732,-1.125585787,-0.2171709783,1,0,0,0,0,0,0
Walk,0.4382083336,-0.2615438932,-0.3271365286,0.5024652186,-0.1871342826,-0.1899230635,-0.2916526153,0.7351550912,0.3554443767,0.8073528466,0.5991929035,,,0,0,-0.02382295238,0.420487578,0,0,-0.07708983821,0,-0.3575901669,-0.937486039,-1.125585787,-0.2387305005,0,0,1,0,0,0,0
Workout,1.081810299,-0.07109789264,0.4192361986,-0.8183495779,-0.7652946617,-0.3615233688,-0.3735800185,-1.266872488,-1.248029469,-1.675540504,0.1360264535,,,0,0,-0.02382295238,0.6271416022,0,0,0.3710579658,0,-1.096725836,-0.2453386341,-1.125585787,-0.3037888723,0,0,1,0,0,0,0
Walk,0.3899381862,-0.3017072577,-0.3556458001,0.2301391017,-0.2044710304,-0.268766447,-0.24072477,0.7228727134,0.2386865724,0.1539598597,-0.2242141187,,,0,0,-0.02382295238,0.6064761998,0,0,-0.2563489598,0,-0.1707644386,0.4468087707,-1.125585787,-0.2510629941,0,0,1,0,0,0,0
Walk,1.033540152,-0.1887595801,-0.03121029072,-0.1578759203,-0.3137328594,-0.2409393705,-0.2429390242,0.7351550912,0.1764157434,-0.3068541416,0.08456351461,,,0,0,-0.02382295238,0.7304686143,0,0,0.837131682,0,-0.1452417981,0.4468087707,-1.125585787,-0.1663664667,0,1,0,0,0,0,0
Walk,0.7921894146,-0.2648437001,-0.2284944493,-0.324054485,-0.2899452287,-0.2015176787,-0.1964396872,0.7105903357,0.2931735477,0.6285295028,0.03310057572,,,0,0,-0.02382295238,0.5858107974,0,0,0.2455765807,0,-0.1166564407,-0.5914123365,-0.8907672047,-0.2199711096,0,0,0,1,0,0,0
Walk,0.6473789724,-0.2446677377,-0.2022659196,-0.2797932086,-0.2335000034,-0.1597770639,-0.1964396872,0.5509194244,0.1608480362,-0.1968090069,0.1874893924,,,0,0,-0.02382295238,0.5444799925,0,0,0.4248357023,0,-0.07990383842,-0.7644491878,-0.8907672047,-0.2009510683,0,0,1,0,0,0,0
Walk,0.2612177931,-0.08995393229,0.2011402718,-0.3903138809,-0.3346982287,-0.02991737337,-0.0392276432,0.7351550912,0.2698219868,-0.01798566314,0.08456351461,,,0,0,-0.02382295238,0.4618183828,0,0,1.195649925,0,-0.2095588521,0.2737719195,-0.8907672047,-0.1080030899,0,0,0,1,0,0,0
Walk,0.9209098077,-0.07147501343,0.2883786425,-0.2397725335,-0.3310696071,0.09066662498,0.0958418594,0.5509194244,0.3554443767,1.577668789,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,1.679649554,0,-0.1523881374,0.2737719195,-0.8907672047,-0.08169972804,0,1,0,0,0,0,0
Walk,0.1807675474,-0.1810286038,-0.002986111956,-0.5135563571,-0.3048628954,-0.1899230635,-0.1742971458,0.6860255801,0.1997673043,0.6285295028,0.03310057572,,,0,0,-0.02382295238,0.3998221755,0,0,1.052242628,0,-0.1095101014,0.4468087707,-0.8907672047,-0.15529999,0,0,0,0,0,1,0
Walk,0.7117391689,-0.172543386,0.03521631182,-0.3007311777,-0.3306664269,-0.03223629642,-0.0392276432,0.4526604021,0.1452803289,0.215860248,0.08456351461,,,0,0,-0.02382295238,0.5651453949,0,0,0.8192057698,0,-0.1350327419,0.619845622,-0.8907672047,-0.1529243467,0,0,0,0,0,0,1
Walk,0.599108825,-0.2975589289,-0.3248557869,-0.5507941376,-0.1355272195,-0.2316636783,-0.2075109579,0.6983079579,0.4177152056,1.385089803,-0.121288241,,,0,0,-0.02382295238,0.6891378095,0,0,0.1200951956,0,0.09569192815,0.619845622,-0.8907672047,-0.2319982697,0,0,0,0,1,0,0
Walk,0.486478481,-0.2782314883,-0.3014781843,-0.4116494063,-0.245998589,-0.2502150627,-0.2495817866,0.6614608245,0.3087412549,1.075587862,0.03310057572,,,0,0,-0.02382295238,0.6064761998,0,0,-0.09501575037,0,-0.204454324,-0.7644491878,-0.8907672047,-0.2367346622,1,0,0,0,0,0,0
Walk,0.9369998569,-0.1890424207,0.03151010653,-0.3065620045,-0.3230060035,-0.004409219875,-0.03479913491,0.6000489356,0.1608480362,0.1264485761,0.1360264535,,,0,0,-0.02382295238,0.9164572361,0,0,0.8729835063,0,-0.03906761364,0.4468087707,-0.8907672047,-0.1512859719,1,0,0,0,0,0,0
Walk,0.3899381862,-0.2583383664,-0.3516545021,-0.4135046694,-0.2008424088,-0.2571718318,-0.2473675324,0.6983079579,0.1608480362,-0.03174130497,-0.06982530207,,,0,0,-0.02382295238,0.4411529804,0,0,-0.1129416625,0,-0.49439152,-0.7644491878,-0.8907672047,-0.2492458875,0,0,1,0,0,0,0
Walk,1.178350594,-0.1912108653,0.009843060208,-0.2020046779,-0.3117169584,-0.09484721864,-0.1211550464,0.5386370466,0.1997673043,0.4428283381,0.1360264535,,,0,0,-0.02382295238,1.019784248,0,0,0.7116502968,0,-0.04417214174,0.2737719195,-0.8907672047,-0.1537807698,0,0,1,0,0,0,0
Walk,0.5669287267,-0.2462705011,-0.1931429527,-0.251566706,-0.2379349854,-0.1806473713,0.02277147275,0.6737432023,1.126045885,1.722103028,-0.7388435077,,,0,0,-0.02382295238,0.6891378095,0,0,0.4965393509,0,-0.04417214174,0.4468087707,-0.8907672047,-0.1986796851,0,0,0,1,0,0,0
Walk,0.4221182844,-0.3091553933,-0.3770277537,-0.5444332356,-0.2032614899,-0.3012313697,-0.3115809025,0.7228727134,0.1297126217,-0.430654918,0.08456351461,,,0,0,-0.02382295238,0.3584913707,0,0,-0.2922007841,0,-0.2167051914,-1.283559741,-0.8907672047,-0.2587186724,0,0,0,0,0,1,0
Walk,0.5830187758,-0.2507016704,-0.2205118533,-0.5094482746,-0.3201837422,-0.2339826013,-0.2296534993,0.6983079579,0.1764157434,-0.5682113363,0.03310057572,,,0,0,-0.02382295238,0.7098032119,0,0,0.1200951956,0,-0.2585623218,0.7928824732,-0.8907672047,-0.2229425257,0,0,0,0,0,1,0
Walk,0.4703884319,-0.2787028893,-0.2649863168,-0.3561240326,-0.2379349854,-0.2803610623,-0.2739385821,0.6737432023,0.1452803289,-0.2380759324,0.03310057572,,,0,0,-0.02382295238,0.6684724071,0,0,0.06631745907,0,-0.01967040687,0.619845622,-0.8907672047,-0.2232478591,0,0,0,0,0,0,1
Walk,0.5508386775,0.004420546199,0.3396953312,0.8581456555,-0.3867084721,0.1602343163,0.1379126881,0.6000489356,0.2698219868,1.722103028,0.1360264535,,,0,0,-0.02382295238,0.813130224,0,0,1.518316344,0,-0.3953636749,0.619845622,-0.8907672047,-0.09765898752,0,0,0,0,1,0,0
Walk,1.017450103,-0.280494213,-0.2849428068,-0.5401926342,-0.3431650125,-0.2525339857,-0.2960811235,0.5877665578,0.1374964753,0.7592081002,0.2904152702,,,0,0,-0.02382295238,1.019784248,0,0,-0.1846453112,0,-0.2922522073,0.9659193244,-0.8907672047,-0.2447478041,1,0,0,0,0,0,0
Workout,0.486478481,-0.1223863205,0.2641457618,-0.8183495779,-0.7652946617,-0.3615233688,-0.3735800185,-1.266872488,-1.248029469,-1.675540504,0.1360264535,,,0,0,-0.02382295238,0.3584913707,0,0,1.267353574,0,-1.096725836,1.311993027,-0.8907672047,-0.3037888723,1,0,0,0,0,0,0
Walk,0.5186585793,-0.2911478755,-0.3274216213,-0.5223025974,-0.2113250935,-0.2409393705,-0.2495817866,0.7228727134,0.2075511579,0.7660859211,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,-0.1487934869,0,-0.1411581756,0.9659193244,-0.8907672047,-0.2415753149,0,0,1,0,0,0,0
Walk,0.8243695129,-0.1475591335,0.03664177539,-0.1329623874,-0.3117169584,-0.02991737337,-0.03258488077,0.6614608245,0.2620381332,1.06183222,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,0.9446871549,0,-0.2003707015,0.619845622,-0.8907672047,-0.1458048637,0,0,0,1,0,0,0
Walk,0.4703884319,-0.3097210745,-0.3741768266,-0.3300178306,-0.1218190934,-0.2339826013,-0.2517960407,0.5386370466,0.1452803289,0.133326397,0.1360264535,,,0,0,-0.02382295238,0.5238145901,0,0,-0.1129416625,0,-0.05744391479,-0.7644491878,-0.8907672047,-0.251010864,0,1,0,0,0,0,0
Walk,0.8082794638,-0.2202491663,-0.08594809195,-0.1485996049,-0.2597067151,-0.1226742952,-0.1322263171,0.7228727134,0.4332829128,0.4084392336,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,0.7833539455,0,0.03545849659,0.4468087707,-0.8907672047,-0.1679378171,0,1,0,0,0,0,0
Walk,0.4382083336,-0.2617324536,-0.2202267606,-0.5469510926,-0.3113137783,-0.2084744479,-0.1964396872,0.6491784467,0.1608480362,0.4359505172,-0.01836236317,,,0,0,-0.02382295238,0.4824837852,0,0,0.173872932,0,-0.1574926655,0.619845622,-0.8907672047,-0.221259468,0,0,0,0,0,1,0
Walk,0.8243695129,-0.1978104791,-0.1632082176,-0.2736973442,-0.2552717332,-0.2200690631,-0.2230107369,0.6983079579,0.246470426,0.7041855329,0.08456351461,,,0,0,-0.02382295238,0.5444799925,0,0,0.6757984725,0,-0.285105868,0.4468087707,-0.8907672047,-0.1922751292,0,0,0,0,0,0,1
Workout,0.1324973999,-0.3694947202,-0.4830822436,-0.8183495779,-0.7652946617,-0.3615233688,-0.3735800185,-1.266872488,-1.248029469,-1.675540504,0.1360264535,,,0,0,-0.02382295238,0.4411529804,0,0,-0.9016817976,0,-1.096725836,0.7928824732,-0.8907672047,-0.3037888723,0,0,0,0,0,0,1
Walk,0.2933978913,-0.2930334794,-0.3542203365,-0.4146973385,-0.1230286339,-0.2084744479,-0.2163679745,0.5632018022,0.1764157434,0.2227380689,0.03310057572,,,0,0,-0.02382295238,0.3378259683,0,0,-0.1308675747,0,-0.1391163644,-0.937486039,-0.8907672047,-0.2428189902,1,0,0,0,0,0,0
Walk,0.2933978913,-0.3291427954,-0.3992649855,-0.4033007224,-0.2645448773,-0.3360152153,-0.3315091898,0.7105903357,0.1452803289,-0.3756323507,-0.06982530207,,,0,0,-0.02382295238,0.4411529804,0,0,-0.3997562571,0,-0.1758689667,-1.11052289,-0.8907672047,-0.2708724342,0,0,1,0,0,0,0
Walk,0.9369998569,-0.3380994142,-0.4100985086,-0.190475543,-0.1883438232,-0.3336962923,-0.3315091898,0.7105903357,0.1219287681,-0.4031436344,-0.01836236317,,,0,0,-0.02382295238,0.7924648216,0,0,-0.3818303449,0,0.07935743823,1.485029878,-0.8907672047,-0.2698894094,0,0,1,0,0,0,0
Walk,0.2451277439,-0.2301485872,-0.2002702706,-0.5113035377,-0.3459872738,-0.2131122939,-0.209725212,0.57548418,0.1374964753,1.226899922,0.03310057572,,,0,0,-0.02382295238,0.3378259683,0,0,0.173872932,0,-0.3698410344,-1.283559741,-0.8907672047,-0.2221307855,0,0,0,1,0,0,0
Walk,0.6634690215,-0.3225431815,-0.4132345285,-0.3746766634,-0.2109219133,-0.2989124466,-0.3049381401,0.6983079579,0.1608480362,-0.513188769,0.03310057572,,,0,0,-0.02382295238,0.6478070046,0,0,-0.5252376422,0,-0.3269629984,1.138956176,-0.8907672047,-0.2723618658,0,0,0,1,0,0,0
Walk,0.6795590707,-0.1473705731,0.01183870921,-0.0937368251,-0.2641416971,-0.1713716791,-0.1676543834,0.6860255801,0.2075511579,0.5047287264,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,1.267353574,0,-0.1523881374,0.4468087707,-0.8907672047,-0.137285315,0,1,0,0,0,0,0
Walk,0.05204715426,-0.3510158014,-0.4554282503,-0.6267274052,0.7788854302,-0.3360152153,-0.3536517312,0.7351550912,0.1141449145,0.5528734728,0.2904152702,,,0,0,-0.02382295238,0.2344989561,0,0,-0.3818303449,0,1.312611427,1.485029878,-0.8907672047,-0.2584356804,0,0,0,0,0,1,0
Walk,0.3577580879,-0.3340453657,-0.451722045,-0.333595838,0.2890215107,-0.3615233688,-0.3470089688,0.7597198468,0.1608480362,-0.753912501,-0.01836236317,,,0,0,-0.02382295238,0.5444799925,0,0,-0.4356080814,0,-0.04825576422,1.485029878,-0.8907672047,-0.2702990031,0,0,0,0,1,0,0
Walk,0.4382083336,-0.2791742903,-0.2635608532,-0.5366146269,-0.341955472,-0.2316636783,-0.2606530573,0.6491784467,0.1452803289,-0.0454969468,0.1874893924,,,0,0,-0.02382295238,0.6271416022,0,0,-0.02331210173,0,-0.2228306252,-0.5914123365,-0.6559486223,-0.2387453948,1,0,0,0,0,0,0
Walk,0.1807675474,-0.3155664468,-0.3593520054,-0.5270732739,-0.1843120214,-0.3058692157,-0.3248664274,0.6860255801,0.1063610608,0.08518165058,0.1360264535,,,0,0,-0.02382295238,0.3998221755,0,0,-0.1487934869,0,0.05383479774,-1.11052289,-0.6559486223,-0.2505714817,0,0,0,1,0,0,0
Walk,0.9369998569,-0.1171066294,-0.06028974762,1.077464256,-0.216969616,-0.062382296,-0.07908421773,0.5386370466,0.184199597,1.316311594,0.08456351461,,,0,0,-0.02382295238,0.7924648216,0,0,1.123946277,0,-0.3136912253,0.1007350683,-0.6559486223,-0.1472868481,0,1,0,0,0,0,0
Walk,0.5830187758,-0.3335739647,-0.4069624888,-0.43537027,-0.2419667872,-0.3383341384,-0.3403662064,0.7105903357,0.1530641826,1.453868013,0.393341148,,,0,0,-0.02382295238,0.5858107974,0,0,-0.5073117301,0,-0.1125728182,1.485029878,-0.6559486223,-0.2719969551,0,0,0,0,0,0,1
Walk,0.3255779896,-0.2243032149,-0.2664117804,-0.2323514812,-0.2500303908,-0.08325260341,-0.1100837757,0.6614608245,0.7602047648,0.1058151133,0.1360264535,,,0,0,-0.02382295238,0.5651453949,0,0,0.06631745907,0,-0.4270117491,-0.7644491878,-0.6559486223,-0.2255266895,1,0,0,0,0,0,0
Walk,0.5025685301,-0.3337625251,-0.3964140583,-0.5343618074,-0.3258282648,-0.266447524,-0.287224107,0.7105903357,0.2309027187,1.612057894,0.3418782091,,,0,0,-0.02382295238,0.6271416022,0,0,-0.5073117301,0,-0.1738271554,1.485029878,-0.6559486223,-0.2740896065,1,0,0,0,0,0,0
Walk,0.4221182844,-0.1438822057,0.008132503919,-0.4877151927,-0.3427618324,-0.1412256795,-0.1277978088,0.6983079579,0.1997673043,0.2640049944,0.03310057572,,,0,0,-0.02382295238,0.6478070046,0,0,0.9984648914,0,-0.3187957534,0.4468087707,-0.6559486223,-0.164541913,0,0,0,1,0,0,0
Walk,0.5669287267,-0.2115753881,-0.03919288673,-0.4923533504,-0.366549463,-0.2223879861,-0.2385105159,0.6737432023,0.1997673043,-0.6163560827,0.08456351461,,,0,0,-0.02382295238,0.7924648216,0,0,0.4606875266,0,-0.1554508543,0.619845622,-0.6559486223,-0.1845598736,0,1,0,0,0,0,0
Walk,0.1324973999,-0.3347996073,-0.4249233298,-0.5586127463,-0.0939996609,-0.3336962923,-0.3492232229,0.7228727134,0.1063610608,1.247533385,0.2389523313,,,0,0,-0.02382295238,0.3791567731,0,0,-0.4714599057,0,-0.04519304736,-1.975707146,-0.6559486223,-0.270812857,0,0,0,0,0,1,0
Walk,0.953089906,-0.2309971089,-0.2119590719,-0.01316539977,-0.1843120214,-0.2247069092,-0.2429390242,0.6491784467,0.1452803289,-0.4719218435,0.08456351461,,,0,0,-0.02382295238,0.7924648216,0,0,0.3531320536,0,-0.1227818744,0.7928824732,-0.6559486223,-0.1950603663,0,0,0,0,0,1,0
Walk,0.7760993655,-0.1607583612,-0.1900069328,-0.1568157699,-0.2742212016,-0.2873178314,-0.2318677535,0.6491784467,0.3554443767,-0.1349086187,-0.121288241,,,0,0,-0.02382295238,0.5858107974,0,0,0.281428405,0,-0.5005169537,0.619845622,-0.6559486223,-0.2048831676,0,0,0,0,0,0,1
Walk,0.2451277439,-0.2610724922,-0.2530124228,-0.4324548566,-0.2669639584,-0.2316636783,-0.2185822286,0.5632018022,0.1530641826,-0.07988605138,-0.01836236317,,,0,0,-0.02382295238,0.4618183828,0,0,0.1559470199,0,-0.1922034566,0.7928824732,-0.6559486223,-0.2237915017,0,0,0,0,1,0,0
Walk,0.3094879405,-0.3039699824,-0.3339787538,-0.5678890617,-0.2435795079,-0.2803610623,-0.3093666484,0.7228727134,0.1608480362,-0.6438673664,0.2389523313,,,0,0,-0.02382295238,0.5651453949,0,0,-0.1487934869,0,-0.07582021594,-1.11052289,-0.6559486223,-0.247428781,1,0,0,0,0,0,0
Walk,0.9048197586,-0.1642467286,0.03350575553,-0.2082330611,-0.3274409855,-0.09252829559,-0.1012267591,0.6737432023,0.2776058405,0.6904298911,0.08456351461,,,0,0,-0.02382295238,0.6271416022,0,0,0.7475021212,0,-0.1687226273,0.619845622,-0.6559486223,-0.1522615496,1,0,0,0,0,0,0
Walk,0.6634690215,-0.1879110583,-0.04204381388,-0.5134238383,-0.2947833909,-0.1064418339,-0.0879412343,0.6860255801,0.184199597,0.1539598597,0.03310057572,,,0,0,-0.02382295238,0.7924648216,0,0,0.8909094185,0,-0.131970025,0.619845622,-0.6559486223,-0.1639014575,0,0,1,0,0,0,0
Walk,0.3577580879,-0.3005758953,-0.2746794691,-0.5798157529,-0.3492127153,-0.3615233688,-0.3735800185,-1.266872488,-1.248029469,-1.675540504,0.1360264535,,,0,0,-0.02382295238,0.7098032119,0,0,-0.2563489598,0,-0.04315123612,-0.2453386341,-0.6559486223,-0.2428338845,0,1,0,0,0,0,0
Walk,0.3577580879,-0.2707833526,-0.2712583565,-0.5660337986,-0.3109105981,-0.2919556775,-0.271724328,0.747437469,0.1764157434,-0.09364169321,-0.06982530207,,,0,0,-0.02382295238,0.5238145901,0,0,0.06631745907,0,-0.2616250387,-1.283559741,-0.6559486223,-0.2362357026,0,1,0,0,0,0,0
Walk,0.9691799552,-0.1252147265,0.1193186627,-0.2644210288,-0.3056692557,-0.1203553721,-0.1211550464,0.6368960689,0.2620381332,0.4428283381,0.08456351461,,,0,0,-0.02382295238,0.7924648216,0,0,1.374909047,0,-0.1421790812,0.4468087707,-0.6559486223,-0.1191142496,0,1,0,0,0,0,0
Run,1.339251085,0.09653229993,0.844594529,-0.3073571173,-0.2044710304,0.2599480073,0.199911804,0.6368960689,0.347660523,0.7660859211,0.1360264535,,,0,0,-0.02382295238,1.412426894,0,0,4.117573607,0,0.2416814317,0.619845622,-0.6559486223,0.1850351282,0,1,0,0,0,0,0
Walk,0.373848137,-0.2404251288,-0.2051168467,0.2873872197,-0.2137441746,-0.2363015244,-0.2296534993,0.6123313133,0.1219287681,0.5872625774,0.03310057572,,,0,0,-0.02382295238,0.5031491877,0,0,0.4248357023,0,-0.08500836652,0.4468087707,-0.6559486223,-0.1981285954,0,0,0,0,0,1,0
Walk,0.840459562,-0.2325998723,-0.2130994427,-0.2029323094,-0.2891388683,-0.2571718318,-0.287224107,0.6000489356,0.1374964753,-0.2793428579,0.1874893924,,,0,0,-0.02382295238,0.5238145901,0,0,0.2276506685,0,-0.2932731129,0.4468087707,-0.6559486223,-0.2150708797,0,0,0,0,0,0,1
Walk,0.4382083336,-0.2299600268,-0.1814541514,-0.4078063614,-0.2540621926,-0.2409393705,-0.2495817866,0.7228727134,0.1764157434,-0.4719218435,0.08456351461,,,0,0,-0.02382295238,0.5651453949,0,0,0.4606875266,0,-0.1564717599,0.619845622,-0.6559486223,-0.1980317823,0,0,0,0,1,0,0
Walk,0.6151988741,-0.2821912566,-0.3262812505,-0.4911606813,-0.2113250935,-0.2803610623,-0.3270806815,-0.8615540213,-0.8277013735,-0.1692977233,0.1874893924,,,0,0,-0.02382295238,0.9784534434,0,0,-0.2025712233,0,-0.2279351533,0.1007350683,-0.6559486223,-0.2411657212,0,0,1,0,0,0,0
Walk,0.8243695129,-0.2194949248,-0.06912762178,-0.388326099,-0.3189742017,-0.1852852174,-0.2075109579,0.6000489356,0.1919834506,0.03703690417,0.1360264535,,,0,0,-0.02382295238,0.8544610289,0,0,0.5323911752,0,-0.06152753727,0.4468087707,-0.6559486223,-0.1790191881,0,0,1,0,0,0,0
Walk,0.4060282353,-0.3101924755,-0.3693302504,-0.5543721449,-0.2492240304,-0.2386204474,-0.2429390242,0.6737432023,0.2853896941,0.4497061591,-0.2242141187,,,0,0,-0.02382295238,0.6064761998,0,0,-0.3459785206,0,-0.2248724364,-0.5914123365,-0.6559486223,-0.2598506405,0,1,0,0,0,0,0
Walk,0.9852700043,-0.1491618968,0.04547964955,-0.2225450906,-0.3064756161,-0.02296060424,-0.07244145531,0.3789661353,0.2386865724,1.453868013,0.1360264535,,,0,0,-0.02382295238,0.7717994192,0,0,0.8909094185,0,-0.1687226273,0.4468087707,-0.6559486223,-0.1414631706,0,1,0,0,0,0,0
Walk,0.7921894146,-0.1935678702,0.01269398736,-0.1421061841,-0.3000247332,-0.1852852174,-0.2030824496,0.7351550912,0.2075511579,-0.5819669782,0.08456351461,,,0,0,-0.02382295238,0.6064761998,0,0,0.8192057698,0,0.003810422383,0.4468087707,-0.6559486223,-0.1489699058,0,0,0,0,0,1,0
Walk,0.8726396603,-0.1726376662,0.02067658337,-0.1350826881,-0.3254250846,-0.1319499874,-0.1543688585,0.6860255801,0.1764157434,-0.07300823046,0.1360264535,,,0,0,-0.02382295238,0.8337956264,0,0,0.8012798576,0,-0.1493254206,0.619845622,-0.6559486223,-0.1552329656,0,0,0,0,0,0,1
Walk,0.5508386775,-0.2748374012,-0.2852278996,-0.1617189652,-0.3109105981,-0.2478961396,-0.256224549,0.6614608245,0.2620381332,1.742736491,0.03310057572,,,0,0,-0.02382295238,0.7304686143,0,0,-0.005386189569,0,-0.2810222455,-0.7644491878,-0.6559486223,-0.2403390866,1,0,0,0,0,0,0
Walk,0.8082794638,-0.09193381646,0.2957910531,-0.1825244155,-0.3125233188,-0.166733833,-0.1831541624,0.747437469,0.3009574013,0.697307712,0.1360264535,,,0,0,-0.02382295238,0.6271416022,0,0,1.697575466,0,-0.03090036868,0.2737719195,-0.6559486223,-0.07005237301,1,0,0,0,0,0,0
Walk,0.8082794638,-0.307081229,-0.3832997934,-0.5313138752,-0.2403540665,-0.3290584462,-0.3381519522,0.6983079579,0.1608480362,0.8142306675,-0.01836236317,,,0,0,-0.02382295238,0.8544610289,0,0,-0.3639044328,0,-0.3402347714,-0.937486039,-0.6559486223,-0.2638274228,0,0,1,0,0,0,0
Walk,1.146170496,-0.1035302808,0.2652861326,-0.1454191539,-0.3036533548,0.07211524062,0.05155677658,0.6368960689,0.3009574013,0.07142600875,0.1360264535,,,0,0,-0.02382295238,0.7717994192,0,0,1.518316344,0,-0.007419539432,0.619845622,-0.6559486223,-0.07464726947,0,0,1,0,0,0,0
Walk,0.8726396603,-0.3507329608,-0.4263487934,-0.5216400034,-0.4596840847,-0.3615233688,-0.09015548844,-0.9475306659,-0.04931601154,-1.11843701,-6.760007358,,,0,0,0.1511525254,1.12311126,0,0,-0.7044967638,0,-0.3228793759,0.4468087707,-0.6559486223,-0.2890509468,0,0,0,1,0,0,0
